,name,uri,popularity,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature
525,Not Too Far From Here,spotify:track:4cFTQhUfwLatpaqvMPhL4X,18,2007-01-01,0.472,0.164,8,-12.773,1,0.0467,0.89,3.21e-06,0.105,0.236,120.706,4cFTQhUfwLatpaqvMPhL4X,258467,4
526,He's My Son,spotify:track:0crcuPya78ZZdwrpXVmSL4,17,2007-01-01,0.442,0.185,6,-11.264,1,0.0373,0.89,0.0,0.151,0.137,59.369,0crcuPya78ZZdwrpXVmSL4,314827,5
527,Not My Will,spotify:track:2Ym1pz93qZVg8zjs34LHyc,19,2007-01-01,0.303,0.245,3,-10.938,1,0.036,0.899,5.37e-05,0.11,0.225,76.199,2Ym1pz93qZVg8zjs34LHyc,286747,4
528,Joseph's Lullaby,spotify:track:1EFxCv8hpMSoqzDpZhiKs5,16,2007-01-01,0.25,0.21,4,-14.523,1,0.0411,0.855,0.00278,0.363,0.188,94.66,1EFxCv8hpMSoqzDpZhiKs5,238347,4
529,Breathe In Me,spotify:track:2TwCvK1qG2YS243a11BTo6,18,2007-01-01,0.314,0.251,6,-9.525,1,0.0291,0.775,4.78e-05,0.0765,0.144,141.609,2TwCvK1qG2YS243a11BTo6,275200,4
530,"The Impossible Dream (from ""Man of La Mancha"")",spotify:track:6eKpDa1rl2jfGpWtTLsHmu,9,2012-12-01,0.199,0.496,5,-7.845,1,0.0379,0.774,0.0,0.153,0.243,87.859,6eKpDa1rl2jfGpWtTLsHmu,181600,5
531,I Have Seen Him,spotify:track:0Fd5716inwP98J6JmuQ7yD,18,2007-01-01,0.213,0.335,2,-9.254,1,0.035,0.822,0.00246,0.128,0.19,74.723,0Fd5716inwP98J6JmuQ7yD,301280,4
532,My Kindness Shall Not Depart From Thee,spotify:track:3T8uj3PxbfIoxtjNCd2kDc,30,2007-01-01,0.294,0.19,2,-11.062,1,0.0361,0.921,7.03e-06,0.0841,0.145,73.662,3T8uj3PxbfIoxtjNCd2kDc,360920,4
533,"Savior, Redeemer of My Soul",spotify:track:1jw4F3e9YYhQqYa2Y5YsuV,38,2007-01-01,0.124,0.254,4,-10.919,1,0.0394,0.879,0.000258,0.181,0.0979,72.686,1jw4F3e9YYhQqYa2Y5YsuV,290813,3
534,Better Than I (from Joseph: King of Dreams),spotify:track:2Qq9VJ6WOoRqqAjB54fokM,39,2007-01-01,0.309,0.199,9,-9.821,1,0.0312,0.893,0.0,0.0809,0.169,78.013,2Qq9VJ6WOoRqqAjB54fokM,227560,4
535,All Creatures of Our God and King,spotify:track:4yySrdNrLKOhX85bBOXftS,22,2014-03-04,0.514,0.214,2,-16.502,1,0.0355,0.878,0.884,0.109,0.432,114.606,4yySrdNrLKOhX85bBOXftS,142447,5
536,Homeward Bound,spotify:track:6WtaWRepVNbe2yG2nah3sw,22,2013-01-01,0.212,0.237,2,-15.461,1,0.0396,0.941,0.353,0.107,0.284,88.847,6WtaWRepVNbe2yG2nah3sw,367227,5
537,I Stand All Amazed,spotify:track:0GmLj34p65zhtjCkAVYQBZ,36,2013-05-11,0.202,0.147,6,-12.579,1,0.0331,0.863,1.02e-06,0.0937,0.121,136.837,0GmLj34p65zhtjCkAVYQBZ,308507,4
538,Love For Sale,spotify:track:7r0923d34Wsf5279jzwzIs,0,2014-08-18,0.668,0.238,6,-17.534,1,0.0429,0.848,0.669,0.0859,0.516,114.745,7r0923d34Wsf5279jzwzIs,209160,4
539,Things Are Getting Better,spotify:track:6BdDe0gy4vG8kZsTWorbJb,9,2013-01-01,0.574,0.332,0,-10.1,1,0.0415,0.746,0.0,0.114,0.355,134.049,6BdDe0gy4vG8kZsTWorbJb,434160,4
540,Hosanna (Thy Savior Hath Come),spotify:track:5xLvtZapE7DIXMXViBeNQc,26,2011-03-08,0.299,0.201,3,-14.573,1,0.0357,0.884,0.0008,0.214,0.321,136.197,5xLvtZapE7DIXMXViBeNQc,265880,4
541,I Could Write A Book,spotify:track:5OTRQ0VZ8OdrUOoVXh2ghE,17,1958,0.629,0.639,3,-6.031,1,0.0411,0.737,0.00598,0.241,0.778,115.197,5OTRQ0VZ8OdrUOoVXh2ghE,306507,4
542,Everytime We Say Goodbye,spotify:track:6yuhA5jlK7gEAIVoJ5WK1f,41,1961,0.447,0.121,3,-21.562,1,0.0378,0.803,0.777,0.0695,0.0989,121.761,6yuhA5jlK7gEAIVoJ5WK1f,345267,4
543,Summertime,spotify:track:53kXQByrhQG2KyxfsJ2aog,21,1961,0.364,0.541,7,-10.379,0,0.0545,0.497,0.0827,0.119,0.322,80.339,53kXQByrhQG2KyxfsJ2aog,697946,4
544,Count Bubba,spotify:track:5BRipbXVxysFmKUdu8tLZK,35,2001-01-23,0.667,0.528,5,-5.725,0,0.0403,0.472,0.656,0.138,0.554,91.316,5BRipbXVxysFmKUdu8tLZK,453333,4
545,Sing Sang Sung,spotify:track:1uocjplt5r7OfKMu3S0CoV,36,2001-01-23,0.706,0.689,8,-4.881,1,0.0736,0.06,0.235,0.163,0.44,117.549,1uocjplt5r7OfKMu3S0CoV,335467,4
546,The Jazz Police,spotify:track:3MmtFohpZUmEzwUQgJvg0I,38,2003-09-23,0.551,0.918,5,-0.837,1,0.0858,0.121,0.578,0.0723,0.557,169.819,3MmtFohpZUmEzwUQgJvg0I,319173,4
547,Groovin' High,spotify:track:7dzNuRBCw16p1lHKF0vYpx,0,2009-01-01,0.691,0.187,8,-13.79,1,0.0507,0.986,0.935,0.162,0.692,95.035,7dzNuRBCw16p1lHKF0vYpx,163907,4
548,Blues For Alice,spotify:track:77u2aLfY8KGmMZIDy0RRns,0,1987-01-01,0.476,0.525,2,-9.142,0,0.046,0.848,0.0265,0.0669,0.777,80.95,77u2aLfY8KGmMZIDy0RRns,166907,4
549,Scrapple From The Apple,spotify:track:7flQESHoCoDzirWF4IkKGq,40,1999-01-01,0.417,0.397,5,-11.683,1,0.0558,0.982,0.804,0.185,0.737,201.162,7flQESHoCoDzirWF4IkKGq,161427,4
550,Ornithology,spotify:track:6A1mh31895sUIYEpOfeqC3,35,1988-11-01,0.475,0.689,9,-9.351,0,0.054,0.532,0.00427,0.969,0.823,117.407,6A1mh31895sUIYEpOfeqC3,282200,4
551,Yardbird Suite,spotify:track:44YS5E6qhYW9KPaRbUj2Fc,0,2011-05-27,0.776,0.372,0,-8.604,1,0.0521,0.924,0.711,0.0807,0.857,105.342,44YS5E6qhYW9KPaRbUj2Fc,173314,4
552,I'll Wait and Pray,spotify:track:1Rph9i0FWKDa9Aq9H4iiMx,41,1961-02,0.475,0.0588,5,-17.464,0,0.0418,0.89,0.0238,0.129,0.241,115.642,1Rph9i0FWKDa9Aq9H4iiMx,206360,4
553,In A Sentimental Mood,spotify:track:4fKbuhnNdYd9L0NTKECcJ5,0,1963-02,0.47,0.244,10,-13.608,0,0.0335,0.951,0.0509,0.109,0.264,108.154,4fKbuhnNdYd9L0NTKECcJ5,258227,4
554,Giant Steps,spotify:track:47vmcuvMWFIsMaiHFIGSIu,0,1960,0.431,0.491,0,-10.746,0,0.0562,0.441,0.000458,0.134,0.577,148.243,47vmcuvMWFIsMaiHFIGSIu,283440,4
555,Don't Be That Way,spotify:track:7Bto5shUBaNnD3YDv1rnXv,37,2007-05-22,0.689,0.267,7,-11.567,0,0.0728,0.87,0.866,0.0766,0.725,162.677,7Bto5shUBaNnD3YDv1rnXv,201587,4
556,Chicago,spotify:track:5TjO0GOOon3R6YOnRFPwzk,48,1997-01-01,0.595,0.285,8,-11.216,1,0.0501,0.943,0.729,0.164,0.778,160.532,5TjO0GOOon3R6YOnRFPwzk,179840,3
557,"Sing, Sing, Sing (Parts 1 & 2)",spotify:track:62vTAAowSo0jHSUvVI7Xsh,39,1995-01-01,0.559,0.529,9,-8.509,0,0.151,0.61,0.882,0.0759,0.151,118.734,62vTAAowSo0jHSUvVI7Xsh,443973,4
558,All The Things You Are,spotify:track:6AAxndfN25URaM9zQJfWbU,0,2002,0.574,0.0775,8,-17.753,1,0.0482,0.967,0.54,0.109,0.523,126.923,6AAxndfN25URaM9zQJfWbU,169533,4
559,Soulful Mr. Timmons,spotify:track:2GU8j7zsY8TDhZvqUmkLBK,0,2015-10-19,0.538,0.315,5,-18.662,0,0.0483,0.636,0.0109,0.732,0.635,73.829,2GU8j7zsY8TDhZvqUmkLBK,617667,4
560,Moanin',spotify:track:5G7uAQDmYntWYnuEMXIA2i,0,2015-10-19,0.483,0.39,0,-17.694,0,0.22,0.742,0.0286,0.81,0.681,79.869,5G7uAQDmYntWYnuEMXIA2i,622800,4
561,Time Will Tell,spotify:track:1HF3o3B2Opvb1OXM6v77vm,0,2015-10-18,0.555,0.363,1,-16.427,1,0.0513,0.495,0.668,0.73,0.56,92.917,1HF3o3B2Opvb1OXM6v77vm,737533,4
562,One By One,spotify:track:1vq50bds2nkUgg5rf2ZqVO,0,2015-10-18,0.474,0.512,9,-11.782,0,0.0671,0.111,0.655,0.645,0.718,95.864,1vq50bds2nkUgg5rf2ZqVO,331533,3
563,King Freddie Of Hubbard,spotify:track:3dOvKFYGfsRgwMwZykcPvp,5,1995-01-01,0.534,0.491,8,-12.52,1,0.0352,0.189,0.493,0.336,0.489,115.323,3dOvKFYGfsRgwMwZykcPvp,459400,4
564,Gettin' To It,spotify:track:3oV49QXWetJyyp5dKno5wt,16,1995-01-01,0.803,0.444,6,-13.005,1,0.0624,0.117,0.751,0.183,0.761,100.14,3oV49QXWetJyyp5dKno5wt,330760,4
565,Splanky,spotify:track:5gtJbi1L3H44HjS0zbkp7f,8,1995-01-01,0.663,0.0584,0,-30.099,1,0.0547,0.891,0.918,0.109,0.342,135.13,5gtJbi1L3H44HjS0zbkp7f,255373,4
566,Too Close For Comfort,spotify:track:6lU9rI6ep8mQa5J9rwjR0p,9,1995-01-01,0.557,0.182,1,-20.507,1,0.0389,0.33,0.36,0.0768,0.473,90.582,6lU9rI6ep8mQa5J9rwjR0p,350200,4
567,"Take The ""A"" Train",spotify:track:0MKu8qn7ybzXHnKZuEM7To,0,1989-01-01,0.441,0.575,2,-12.415,0,0.0417,0.766,0.0238,0.132,0.604,138.799,0MKu8qn7ybzXHnKZuEM7To,259333,4
568,Jordu,spotify:track:1UvdCjmwnxUkEiiA30O7WZ,0,1989-01-01,0.555,0.346,7,-14.568,0,0.0489,0.842,0.216,0.143,0.494,138.15,1UvdCjmwnxUkEiiA30O7WZ,466000,4
569,Parisian Thoroughfare,spotify:track:1bPfXVSHBQ7uQyXCPbJgU4,0,1989-01-01,0.525,0.446,2,-14.915,0,0.051,0.852,0.109,0.122,0.614,90.748,1bPfXVSHBQ7uQyXCPbJgU4,439333,4
570,Stompin' At The Savoy,spotify:track:6asKe2fGnOU3O1jfFPHjcf,0,1989-01-01,0.52,0.277,8,-15.214,1,0.0459,0.827,0.592,0.0634,0.655,164.227,6asKe2fGnOU3O1jfFPHjcf,387000,4
571,Gershwin / Arr Turrin: Someone to Watch Over Me,spotify:track:4vBiUhJTTi9JnEaPVrqOwT,20,2016-05-13,0.271,0.0258,3,-26.298,1,0.0441,0.994,0.945,0.106,0.092,69.576,4vBiUhJTTi9JnEaPVrqOwT,240213,4
572,Kern / Arr Poster: The way you look tonight,spotify:track:2v7ElyK1PPurimwN4RHZkK,4,2016-05-13,0.348,0.154,5,-19.201,0,0.0367,0.993,0.837,0.676,0.165,62.63,2v7ElyK1PPurimwN4RHZkK,172840,4
573,Introduction - Live,spotify:track:4QrmWEKNqfYQBINwabLLy0,7,1998,0.583,0.279,4,-20.396,1,0.445,0.196,0.00808,0.695,0.65,94.774,4QrmWEKNqfYQBINwabLLy0,48040,4
574,Splanky - Live,spotify:track:626tlnnyXPcznIUDFUTFXS,15,1998,0.51,0.561,1,-6.864,1,0.107,0.439,0.0264,0.162,0.781,152.342,626tlnnyXPcznIUDFUTFXS,233973,4
575,I Needs to Be Bee'd With - Live,spotify:track:3YSTzwBk0xqXajnnY4jT4E,9,1998,0.582,0.435,0,-10.06,1,0.0787,0.575,0.000709,0.955,0.574,115.281,3YSTzwBk0xqXajnnY4jT4E,231507,4
576,Flight of the Foo Birds - Live,spotify:track:1D1fHLKcwSrN04Q8ldWUMT,10,1998,0.531,0.597,5,-11.107,1,0.149,0.39,0.0286,0.834,0.744,131.337,1D1fHLKcwSrN04Q8ldWUMT,188093,4
577,Satin Doll - Live,spotify:track:3pACrW9OBSK1pELETFrk2x,9,1998,0.539,0.342,7,-11.971,1,0.0353,0.351,0.0021,0.436,0.527,128.205,3pACrW9OBSK1pELETFrk2x,249733,4
578,Makin' Whoopee! - Live,spotify:track:7vu3CmHx8FImPcjgj2EceC,8,1998,0.374,0.188,8,-13.322,1,0.0544,0.796,0.000432,0.505,0.412,77.803,7vu3CmHx8FImPcjgj2EceC,250933,4
579,Corner Pocket - Live,spotify:track:6tplpNOW5FraflnQqbYjWw,9,1998,0.55,0.568,1,-8.875,1,0.216,0.438,0.0216,0.957,0.797,76.716,6tplpNOW5FraflnQqbYjWw,333107,4
580,One O'clock Jump - Live,spotify:track:6rblF7KX7LnsvWbAAlMxvT,7,1998,0.457,0.478,1,-13.737,1,0.344,0.354,0.0193,0.824,0.812,179.276,6rblF7KX7LnsvWbAAlMxvT,140933,4
581,Hello Little Girl - Live,spotify:track:0Hy7dbBB7tiX66zuQBai3t,6,1998,0.581,0.294,7,-16.61,0,0.0635,0.531,0.00907,0.836,0.583,102.067,0Hy7dbBB7tiX66zuQBai3t,210000,4
582,Whirly Bird - Live,spotify:track:7svEboKuXq6A6eG5SWjjPN,8,1998,0.414,0.872,8,-8.214,1,0.413,0.126,0.574,0.942,0.616,150.825,7svEboKuXq6A6eG5SWjjPN,310693,4
583,Jumpin' at the Woodside - Live,spotify:track:6jiNjG74ua7yz2hTV3fn3u,6,1998,0.431,0.834,8,-7.003,1,0.396,0.428,0.367,0.975,0.925,156.01,6jiNjG74ua7yz2hTV3fn3u,214827,4
584,Clarinet Concerto: Concerto for Clarinet and Orchestra,spotify:track:2FlcQ3pMx169ZYJz9tdaAe,8,2002-12-24,0.405,0.0534,5,-20.378,1,0.0468,0.936,0.53,0.0944,0.0946,143.615,2FlcQ3pMx169ZYJz9tdaAe,1048680,4
585,I'll Go Where You Want Me To Go,spotify:track:4Mfx4LafIsiTHALKUAxNxC,33,2006-08-10,0.235,0.207,5,-12.901,1,0.0565,0.922,6.72e-06,0.102,0.179,82.665,4Mfx4LafIsiTHALKUAxNxC,229400,4
586,Did You Think To Pray?,spotify:track:0nrWFFNRLXt6TY0I2YvAmV,28,2006-08-10,0.146,0.137,0,-15.842,1,0.0386,0.957,0.00106,0.134,0.166,66.403,0nrWFFNRLXt6TY0I2YvAmV,245400,3
587,"Oh, What Songs Of The Heart",spotify:track:5YIdGIGvaUAQUqCoexfBnb,18,2006-08-10,0.27,0.118,8,-13.434,1,0.038,0.932,1.94e-06,0.102,0.202,88.073,5YIdGIGvaUAQUqCoexfBnb,159467,1
588,The Lord Is My Shepherd,spotify:track:0E5R1eWEk7FQYVpVQEGTcP,23,2006-08-10,0.154,0.16,7,-14.715,1,0.0392,0.974,0.000576,0.087,0.0716,80.871,0E5R1eWEk7FQYVpVQEGTcP,243693,1
589,More Holiness Give Me,spotify:track:7eoaok0AnMMUhaI4y2UoGZ,27,2006-08-10,0.198,0.21,1,-12.077,1,0.037,0.885,0.000136,0.106,0.0466,75.415,7eoaok0AnMMUhaI4y2UoGZ,188653,4
590,Beautiful Savior,spotify:track:6GvmehuejdBWvln4qVf2Qg,27,2006-08-10,0.211,0.197,2,-11.858,1,0.037,0.976,4.91e-05,0.112,0.0898,78.567,6GvmehuejdBWvln4qVf2Qg,207400,4
591,"Come, Thou Fount Of Ev'ry Blessing",spotify:track:3MyM81Lrcvi6KDUYzVkrQg,26,2006-08-10,0.269,0.217,4,-10.702,1,0.0395,0.925,6.21e-05,0.102,0.15,63.234,3MyM81Lrcvi6KDUYzVkrQg,208240,5
592,I Know That My Redeemer Lives,spotify:track:075fgc6zrEGUurvvtwDtN1,22,2006-08-10,0.206,0.137,5,-12.281,1,0.0381,0.925,1.27e-05,0.0929,0.167,90.49,075fgc6zrEGUurvvtwDtN1,302893,4
593,Nothing Serious,spotify:track:6KQBpkJ77rhkr2jJP3g40v,32,2006-01-01,0.456,0.713,11,-7.534,0,0.0556,0.394,0.961,0.0772,0.506,142.872,6KQBpkJ77rhkr2jJP3g40v,232400,4
594,I Guess I'll Have to Forget,spotify:track:2EhDOBGOiJGJkiBcdxz7ga,29,2013-08-06,0.507,0.0719,10,-27.334,1,0.0373,0.853,0.892,0.123,0.506,130.637,2EhDOBGOiJGJkiBcdxz7ga,506656,4
595,Easy Walker,spotify:track:5mXfAg419OKS1FKvLfaFGd,14,2013-08-06,0.59,0.153,10,-21.199,1,0.0418,0.759,0.895,0.0964,0.38,111.083,5mXfAg419OKS1FKvLfaFGd,402199,4
596,East of the Sun (And West of the Moon),spotify:track:7dNORA3zEIgPBelCsFFMTH,32,2013-08-06,0.549,0.0992,7,-22.167,1,0.0483,0.844,0.863,0.0776,0.284,120.709,7dNORA3zEIgPBelCsFFMTH,461278,4
597,Cherokee,spotify:track:3YTVyVWTpPP7hYtoQrtbE7,18,2013-08-06,0.589,0.204,1,-20.522,1,0.0502,0.643,0.9,0.0979,0.564,91.655,3YTVyVWTpPP7hYtoQrtbE7,339315,4
598,I Have Dreamed,spotify:track:4bBIADw4urJPkcx0YOfEIo,45,2013-08-06,0.3,0.0836,5,-21.202,1,0.0347,0.922,0.892,0.1,0.17,97.396,4bBIADw4urJPkcx0YOfEIo,507535,4
599,Who's Making Love,spotify:track:3hECpP1VbKsw9SoKH278lB,22,2013-08-06,0.678,0.279,0,-15.887,0,0.046,0.496,0.786,0.118,0.401,116.91,3hECpP1VbKsw9SoKH278lB,377590,4
600,Hallelujah Time,spotify:track:7cCAuJTRqxN4D9iDDu4z2d,23,2013-08-06,0.51,0.327,0,-17.315,1,0.0362,0.813,0.932,0.0863,0.633,81.085,7cCAuJTRqxN4D9iDDu4z2d,243044,4
601,My Favorite Things,spotify:track:2UmMroeDOgJzjXVL7UmFYI,17,2013-08-06,0.403,0.364,11,-17.77,0,0.0503,0.747,0.878,0.0786,0.156,104.533,2UmMroeDOgJzjXVL7UmFYI,559892,4
602,Ham Hocks and Cabbage,spotify:track:4WCZalosPdTXmwZ5ZUOarr,36,2013-08-06,0.562,0.106,3,-22.724,0,0.0434,0.68,0.907,0.0841,0.312,123.058,4WCZalosPdTXmwZ5ZUOarr,504456,4
603,Backrow Politics,spotify:track:6UfRY5YBWEhosTdE6PObsB,31,2008-09-30,0.655,0.788,7,-6.039,1,0.072,0.0925,0.86,0.09,0.768,171.979,6UfRY5YBWEhosTdE6PObsB,486440,4
604,I'm Not So Sure,spotify:track:1AZRzlMAaXFndLEvHO8Sf6,35,2008-01-01,0.446,0.541,6,-10.032,1,0.0682,0.395,0.656,0.0835,0.696,170.955,1AZRzlMAaXFndLEvHO8Sf6,348973,3
605,That's How We Roll,spotify:track:0VRRN0DTYGRMl25cxMEWMa,11,2011-01-01,0.639,0.567,7,-5.864,1,0.0452,0.359,0.623,0.0675,0.568,162.039,0VRRN0DTYGRMl25cxMEWMa,426960,4
606,Pennies From Heaven,spotify:track:5zxGlSDq6VYNOBui2sfbL9,0,1986-06-06,0.709,0.136,0,-16.662,1,0.0525,0.985,0.899,0.209,0.684,92.328,5zxGlSDq6VYNOBui2sfbL9,315867,4
607,September In the Rain,spotify:track:253VASytYpIZrZGpTlHyHQ,43,1994-08-16,0.629,0.143,3,-17.662,1,0.0365,0.817,0.152,0.0685,0.402,119.076,253VASytYpIZrZGpTlHyHQ,453200,4
608,Easy To Remember,spotify:track:0QKbUoVUNbmxpOaURXiday,28,1994-08-16,0.378,0.175,5,-14.279,0,0.0453,0.912,0.911,0.115,0.225,68.402,0QKbUoVUNbmxpOaURXiday,369933,4
609,Bring It On Home To Me,spotify:track:0eYkkBpDOVIToMot1bpW6s,45,2008-01-01,0.313,0.744,10,-7.175,1,0.0561,0.399,0.178,0.973,0.689,203.239,0eYkkBpDOVIToMot1bpW6s,180760,3
610,Strasbourg / St. Denis,spotify:track:62VWmsNoDmqT0Mj9oHHFVh,52,2008-01-01,0.701,0.445,1,-10.583,1,0.0834,0.149,0.59,0.0963,0.405,103.004,62VWmsNoDmqT0Mj9oHHFVh,278627,4
611,Piazzolla: Histoire du tango: II. Café 1930,spotify:track:42g4GG7l4OxVK7yJsSnb2m,27,2014-09-08,0.251,0.0985,4,-15.17,0,0.0393,0.985,0.927,0.0973,0.184,139.535,42g4GG7l4OxVK7yJsSnb2m,428733,3
612,Autumn Leaves,spotify:track:7JtcCde09fsajDNHmPFrX7,49,1960,0.611,0.24,7,-16.534,0,0.0387,0.951,0.773,0.0815,0.586,102.436,7JtcCde09fsajDNHmPFrX7,360547,4
613,Gary's Theme - 2003 Remastered Version,spotify:track:4G3EKvGtqcUSZqPQIWJFxd,0,1977,0.421,0.08,7,-21.795,1,0.04,0.903,0.859,0.135,0.0546,122.044,4G3EKvGtqcUSZqPQIWJFxd,257693,3
614,"Variations Sur ""Le Carnaval de Venise""",spotify:track:0C8N98HlafwKZUXGKx3Cft,16,1987-03-17,0.337,0.183,3,-17.942,1,0.0522,0.983,0.89,0.0893,0.376,70.694,0C8N98HlafwKZUXGKx3Cft,452760,4
615,The Debutante (Caprice brillant) - Instrumental,spotify:track:75fjGgQ7DIQC49M5oThFwk,13,1987-03-17,0.431,0.0942,10,-19.654,1,0.0866,0.983,0.909,0.126,0.247,80.132,75fjGgQ7DIQC49M5oThFwk,348933,4
616,"Believe Me, If All Those Endearing Young Charms - Instrumental",spotify:track:3KrOb27YFkdkSiF7ZWcvgf,10,1987-03-17,0.104,0.0354,3,-23.157,1,0.0429,0.992,0.944,0.153,0.0525,83.03,3KrOb27YFkdkSiF7ZWcvgf,205200,3
617,Grand Russian Fantasia (Arr. D. Hunsberger for Wind Ensemble),spotify:track:5PMQO7mIsUpGo4AFpgBF12,13,1987-03-17,0.373,0.119,10,-17.848,0,0.0477,0.977,0.801,0.0822,0.169,90.374,5PMQO7mIsUpGo4AFpgBF12,378667,3
618,"Moto Perpetuo, Op. 11 - Instrumental",spotify:track:2YC8BlKFhlrPNj9Vgp71W4,9,1987-03-17,0.298,0.21,5,-22.191,1,0.0487,0.986,0.944,0.167,0.885,172.654,2YC8BlKFhlrPNj9Vgp71W4,270533,4
619,'Tis The Last Rose Of Summer,spotify:track:2JRIWjjlWSzhax59rBzDxh,8,1987-03-17,0.208,0.012,1,-25.268,1,0.0389,0.992,0.953,0.125,0.0392,108.429,2JRIWjjlWSzhax59rBzDxh,105133,5
620,"The Tale of Tsar Saltan, Op. 57: Flight of the Bumblebee (Arr. D. Hunsberger for Wind Ensemble)",spotify:track:6RNwikB43S92XOanSum5eu,6,1987-03-17,0.566,0.164,10,-20.686,1,0.0459,0.981,0.875,0.37,0.598,106.628,6RNwikB43S92XOanSum5eu,63933,1
621,Napoli (Arr. D. Hunsberger for Wind Ensemble),spotify:track:7d2wxuCLywfc6P3B9rGPnQ,10,1987-03-17,0.527,0.198,3,-20.447,1,0.0573,0.956,0.927,0.0724,0.403,110.639,7d2wxuCLywfc6P3B9rGPnQ,343067,4
622,Fantaisie Brillante - Instrumental,spotify:track:3yFk21xyBB4KHmSlqUNFwH,15,1987-03-17,0.453,0.149,10,-19.963,1,0.0559,0.976,0.902,0.224,0.293,123.48,3yFk21xyBB4KHmSlqUNFwH,496533,4
623,Sometimes I Feel Like a Motherless Child (Arr. D. Hunsberger for Wind Ensemble),spotify:track:5jr62FbWeJAVxmMOg5CmSR,7,1987-03-17,0.145,0.00546,5,-27.343,1,0.0417,0.993,0.972,0.108,0.0364,69.392,5jr62FbWeJAVxmMOg5CmSR,199733,3
624,"Valse Brillante (""Sounds from the Hudson"") - Instrumental",spotify:track:7iYoOXj9uW2taS20YD3RPX,8,1987-03-17,0.392,0.0653,5,-20.301,1,0.0461,0.974,0.913,0.0918,0.109,90.553,7iYoOXj9uW2taS20YD3RPX,486667,3
625,I Will Wait,spotify:track:2JHBMVs8E7bJJBLkXpKgHn,0,2012-09-21,0.481,0.766,1,-5.208,1,0.0334,0.0103,0.0067,0.302,0.436,131.143,2JHBMVs8E7bJJBLkXpKgHn,276720,4
626,Little Lion Man,spotify:track:2BBkIgdXLv5vyp1DR0wpQl,0,2009,0.519,0.512,5,-7.986,1,0.0282,0.0276,8.78e-05,0.0976,0.441,138.596,2BBkIgdXLv5vyp1DR0wpQl,246973,4
627,The Cave,spotify:track:3pLTOP0G0etiWUknFoRpsr,0,2009,0.576,0.486,4,-9.364,1,0.0406,0.0606,0.000143,0.093,0.337,141.951,3pLTOP0G0etiWUknFoRpsr,217987,4
628,St. Nick's,spotify:track:64vb3gzMv2jhjReS0hNw3U,0,2015-04-28,0.387,0.927,9,-3.718,1,0.0803,0.102,0.462,0.0867,0.821,122.183,64vb3gzMv2jhjReS0hNw3U,260133,4
629,The Chase,spotify:track:4Ip6FGEDphZDijxnVj9Ado,0,2015-04-28,0.41,0.871,7,-7.529,1,0.0513,0.0432,0.846,0.0803,0.212,119.812,4Ip6FGEDphZDijxnVj9Ado,334093,4
630,The Whistler of Rosslea,spotify:track:2JeHXaP9Pl1sqY9SgY3lKP,0,2015-04-28,0.439,0.791,0,-10.486,0,0.0576,0.522,0.154,0.128,0.35,112.106,2JeHXaP9Pl1sqY9SgY3lKP,242400,4
631,Pastiche For Anne,spotify:track:3iLtFB4gN722Q3HB5LKLT7,0,2015-04-28,0.457,0.56,2,-8.466,0,0.0434,0.765,0.0,0.18,0.818,113.412,3iLtFB4gN722Q3HB5LKLT7,313667,4
632,Fiddler's Despair,spotify:track:6CXGAtkfyGMw52fuflgmyl,0,2015-04-28,0.587,0.949,4,-7.673,0,0.0465,0.0141,0.812,0.0774,0.709,131.935,6CXGAtkfyGMw52fuflgmyl,159093,4
633,Hector The Hero,spotify:track:2QioNJ8VD4dYHFp6NBCFZB,0,2015-04-28,0.159,0.223,9,-10.24,1,0.0367,0.878,0.00163,0.0742,0.126,102.663,2QioNJ8VD4dYHFp6NBCFZB,166253,3
634,Wedding Day Jig,spotify:track:6OZ8qINgNmiDs3mlunv2zK,0,2015-04-28,0.543,0.803,7,-9.026,0,0.0323,0.027,0.583,0.17,0.442,125.881,6OZ8qINgNmiDs3mlunv2zK,250093,4
635,Ellin Polka,spotify:track:7zD8KculA9ZE8s67XF99QB,0,2015-04-28,0.596,0.904,11,-8.238,0,0.0469,0.072,0.00817,0.178,0.53,127.958,7zD8KculA9ZE8s67XF99QB,244107,4
636,Joyous Waltz,spotify:track:17Df1u3hbm6VrEuEJuKTSt,0,2015-04-28,0.443,0.538,2,-8.557,1,0.0391,0.608,0.000798,0.0805,0.611,126.182,17Df1u3hbm6VrEuEJuKTSt,253680,4
637,Tribute To Buddy,spotify:track:7HkGsIA4Rd181D1BJ94hyZ,0,2015-04-28,0.481,0.447,2,-13.055,1,0.0491,0.784,0.0224,0.186,0.88,119.296,7HkGsIA4Rd181D1BJ94hyZ,211893,4
638,The Clog Medley,spotify:track:2wTTLIiqAjKT1adbzKu8yM,0,2015-04-28,0.434,0.702,5,-10.111,1,0.0455,0.134,0.00655,0.0818,0.628,124.015,2wTTLIiqAjKT1adbzKu8yM,380427,4
639,Cagaran Gaolach,spotify:track:50ZVqWoi26xAFIzuv1uD3g,0,2015-04-28,0.443,0.136,6,-17.481,1,0.114,0.939,0.0,0.331,0.306,166.449,50ZVqWoi26xAFIzuv1uD3g,105840,4
